,LOADNUMBER,LOAD_KEY,IS_PARENT_LOAD,IS_CHILD_LOAD,ASSOCIATED_XLR8_PARENT,ASSOCIATED_XLR8_CHILD,ASSOCIATED_FORAGER_LOADS,ASSOCIATED_SCOUT_LOADNUMBER,ORDERSTATUS,IS_AVAILABLE,IS_COVERED,IS_SHIPPED,IS_DELIVERED,IS_FLAMED,LOAD_TYPE,LOAD_EQUIPMENT_TYPE,LOAD_CLASS,LOAD_CLASS_BUCKET,WEIGHT,IS_TRUCKLOAD,IS_PARTIAL,IS_HIGH_VALUE,IS_HIGH_RISK,CREATED_ON,HAS_AUTOTRACKING,IS_AUTOTRACKING_ELIGIBLE,IS_AUTOTRACKING_ELIGIBLE_CARRIER,TRACKED_WITH_CONSISTENCY,TRACKED_WITH_CONSISTENCY_ELIGIBLE,NOWTRACKING_PRE_PICK,NOWTRACKING_PICKUP,NOWTRACKING_LOADED,NOWTRACKING_IN_TRANSIT,NOWTRACKING_DELIVERY,NOWTRACKING_DELIVERED,IS_NOWTRACKING_ELIGIBLE,LOADED_MILES,PICKUP_STOP_COUNT,ORIGIN_CITY,ORIGIN_STATE,ORIGIN_CITY_STATE,ORIGIN_ZIP_FIVE,ORIGIN_ZIP_THREE,ORIGIN_ZONE,ORIGIN_COUNTRY_ALPHA3CODE,ORIGIN_CITY_ID,ORIGIN_IANA_TIMEZONE_NAME,ORIGIN_MARKET_CITY_ST,ORIGIN_MARKET_NAME,ORIGIN_MARKET_AREA_ID,ORIGIN_SONAR_AIRPORT_CODE,ORIGIN_GEOCODE,DELIVERY_STOP_COUNT,DEST_CITY,DEST_STATE,DEST_CITY_STATE,DEST_ZIP_FIVE,DEST_ZIP_THREE,DEST_ZONE,DEST_COUNTRY_ALPHA3CODE,DEST_CITY_ID,DEST_IANA_TIMEZONE_NAME,DEST_MARKET_CITY_ST,DEST_MARKET_NAME,DEST_MARKET_AREA_ID,DEST_SONAR_AIRPORT_CODE,DEST_GEOCODE,COUNTRY_TO_COUNTRY,IS_CROSSBORDER,MEX_BORDER_CROSSING_CITY_ST,MEX_BORDER_CROSSING_STATUS,CREATED_ON_CST,PICKED_UP_ACTUAL_ON_LOCAL,PICKUP_APPT_LATEST_LOCAL,SHIP_DATE_COALESCE,DELIVERY_APPT_LATEST_LOCAL,NETSUITE_ORIGINAL_DELIVERED_CHECK_CALL_CST,DELIVERED_ON_ACTUAL_LOCAL,AVAILABLE_ON_FIRST_CST,AVAILABLE_ON_LAST_CST,MARKED_FINISHED_ON_CST,BOOKED_ON_CST,CUSTOMER_ID,LOAD_CUSTOMER_ID,CUSTOMER_CODE,CUSTOMER_NAME,PARENT_CODE_MANUAL,PARENT_CUSTOMER_NAME,LOAD_CARRIER_ID,CARRIER_ID,CARRIER_CODE,CARRIER_NAME,TOP_SPEND,CUSTOMER_CHARGES_TOTAL,CARRIER_CHARGES_TOTAL,SPREAD_TOTAL,TOTAL_MARGIN_PERCENT,CUSTOMER_SHIPMENT_CHARGES_TOTAL,CUSTOMER_ACCESSORIAL_CHARGES_TOTAL,CUSTOMER_TONU_CHARGES_TOTAL,CARRIER_SHIPMENT_CHARGES_TOTAL,CARRIER_ACCESSORIAL_CHARGES_TOTAL,SHIPMENT_SPREAD,ACCESSORIAL_SPREAD,IS_TONU,IS_LOSS_LOAD,HIT_BASELINE,CARRIER_REP_COMMISSION,CUSTOMER_REP_COMMISSION,MARKET_RATE,IS_PRICED_TO_MAKE_ELIGIBLE,PRICED_TO_MAKE,IS_MARKET_COMP_ELIGIBLE,MARKET_COMP,ETP,ETP_LOW,ETP_HIGH,ETP_DATE,ETP_VS_COST,ETP_LOW_VS_COST,ETP_HIGH_VS_COST,MEET_ETP,MEET_ETP_LOW,MEET_ETP_HIGH,MEET_TS,BEAT_ETP,BEAT_ETP_LOW,BEAT_ETP_HIGH,BEAT_TS,TEST_GROUP,CARRIER_COMMISSION_REP_ID,CARRIER_COMMISSION_REP,CARRIER_COMMISSION_MNGR,CARRIER_COMMISSION_REP_TENURE_AT_SHIPPED,BIZDEV_COMMISSION_REP_ID,BIZDEV_COMMISSION_REP,BIZDEV_COMMISSION_MANAGER,BIZDEV_COMMISSION_REP_TENURE_AT_SHIPPED,BOOKED_BY_REP,BOOKED_BY_REP_ID,AUTO_QUOTE_COUNT,AUTO_QUOTE_SOURCE,IS_AUTO_ACQUIRED,LOAD_CREATED_TYPE,IS_AUTO_BUILT,BOOKING_TYPE,IS_TECH_BOOKED,CC_TENDER_COUNT,CC_TENDERS_SHIPPED,TRACKING_UPDATES_TOTAL,TRACKING_UPDATES_MANUAL,TRACKING_UPDATES_AUTO,IS_TECH_TRACKED,LOAD_INVOICES_TOTAL,IS_INVOICED,LOAD_INVOICES_EDI,IS_TECH_INVOICED,SNOWFLAKEUPDATEDON_CST,DBT_INVOCATION_ID,DBT_UPDATED_AT_CST
216,3273948,0_3273948_0,0,0,,,0,,Finished,0,1,1,1,,DRY,V,Contract - Primary,Contract,15000.0,1,0,False,False,2022-08-19 14:53:42.507,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2065,1,Bolingbrook,IL,"Bolingbrook, IL",60517,605,Z6,USA,14637.0,America/Chicago,"Joliet, IL",Joliet Mkt,IL_JOL,JOT,"{
  ""coordinates"": [
    -88.034196,
    41.695882
  ],
  ""type"": ""POINT""
}",1,San Diego,CA,"San Diego, CA",92121,921,Z9,USA,46006.0,America/Los_Angeles,"San Diego, CA",San Diego Mkt,CA_SDI,SAN,"{
  ""coordinates"": [
    -117.147616,
    32.714271
  ],
  ""type"": ""POINT""
}",USA-USA,0,,,2022-08-19 09:53:42.507,2022-08-26 14:30:00,2022-08-26 13:00:00,2022-08-26 14:30:00,2022-09-01 08:00:00,2022-09-01 11:18:00,2022-09-01 09:17:00,2022-08-24 08:38:39.287,2022-08-24 08:38:39.287,2022-09-04 01:17:29.697,2022-08-24 08:50:35.357,60955,3103758,STASEWA,Starbucks Corporation,STASEWA,Starbucks Corporation,3253346.0,67042.0,HIGELIL,Highlander Transportation Inc,2800.0,4108.25,2800.0,1308.25,0.3184445931,4108.25,0.0,0.0,2800.0,0.0,1308.25,0.0,0,0,1,180.755,189.4875,3262.7,1,845.55,1,-462.7,,,,,,,,,,,,,,,,,1917,MVALLEJO,ACAMPAGNA,41.0,837.0,KIRRE,ELOEDING,91.0,MVALLEJO,1917.0,0.0,,0.0,EDI,1.0,Manual,0.0,0.0,0.0,488.0,7.0,481.0,1.0,1.0,1.0,1.0,1.0,2023-02-14 15:26:05.231000-08:00,c7b4a70c-c019-4d4f-9718-bb7dac89c596,2023-06-20 13:03:29.632
217,3141973,0_3141973_0,0,0,,,0,,Finished,0,1,1,1,False,DRY,V,Contract - Rate On File/Backup,Contract,42000.0,1,0,False,False,2022-07-12 14:14:28.627,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,645,1,Bourbon,IN,"Bourbon, IN",46504,465,Z4,USA,15982.0,America/Indiana/Indianapolis,"South Bend, IN",S Bend Mkt,IN_SBD,SBN,"{
  ""coordinates"": [
    -86.11,
    41.29
  ],
  ""type"": ""POINT""
}",1,Charlotte,NC,"Charlotte, NC",28273,282,Z2,USA,18706.0,America/New_York,"Charlotte, NC",Charlotte Mkt,NC_CHA,CLT,"{
  ""coordinates"": [
    -80.947171,
    35.115476
  ],
  ""type"": ""POINT""
}",USA-USA,0,,,2022-07-12 09:14:28.627,2022-07-14 13:30:00,2022-07-14 13:30:00,2022-07-14 13:30:00,2022-07-15 08:00:00,2022-07-15 08:13:00,2022-07-15 09:09:00,2022-07-12 09:14:29.317,2022-07-12 09:14:29.317,2022-07-18 01:23:20.183,2022-07-12 13:36:33.160,59815,2971805,BACBRCT,"Ba/Ch Polymers, LLC",BACBRCT,"Ba/Ch Polymers, LLC",3082101.0,130236.0,ALPEDTX,Alphalogix Trucking LLC,1400.0,1800.0,1550.0,250.0,0.1388888888,1800.0,0.0,0.0,1550.0,0.0,250.0,0.0,0,0,0,23.0,31.2,1812.45,1,-12.45,1,-262.45,,,,,,,,,,,,,,,,,18572,JEMIL,CDAKER,12.0,3850.0,KYCLARK,CMCCARTY,17.0,JEMIL,18572.0,0.0,,0.0,Duplicated,0.0,Manual,0.0,0.0,0.0,146.0,4.0,142.0,1.0,1.0,1.0,0.0,0.0,2023-02-16 16:11:59.670000-08:00,c7b4a70c-c019-4d4f-9718-bb7dac89c596,2023-06-20 13:03:29.632
218,3753645,0_3753645_0,0,0,,,0,,Finished,0,1,1,1,False,DRY,V,Contract - Primary,Contract,5500.0,1,0,False,False,2023-01-13 19:51:15.920,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.75,0.916667,1.0,0.0,694,1,Grand Rapids,MI,"Grand Rapids, MI",49544,495,Z4,USA,57036.0,America/Detroit,"Grand Rapids, MI",Grand Rapids Mkt,MI_RAP,GRR,"{
  ""coordinates"": [
    -85.65,
    42.96
  ],
  ""type"": ""POINT""
}",1,Bethlehem,PA,"Bethlehem, PA",18020,180,Z1,USA,2107.0,America/New_York,"Allentown, PA",Allentown Mkt,PA_ALL,ABE,"{
  ""coordinates"": [
    -75.37,
    40.59
  ],
  ""type"": ""POINT""
}",USA-USA,0,,,2023-01-13 13:51:15.920,2023-01-20 12:00:00,2023-01-20 09:00:00,2023-01-20 12:00:00,2023-01-23 10:00:00,2023-01-23 07:56:00,2023-01-23 08:55:00,2023-01-13 15:47:23.513,2023-01-13 15:47:23.513,2023-01-30 00:26:43.530,2023-01-13 17:33:19.267,31316,3583305,DSCDEIL,"CJ Logistics America, LLC",DSCDEIL,"CJ Logistics America, LLC",3804681.0,113107.0,ADEPHPA,Ad Express Trucking LLC,1800.0,2608.01,2100.0,508.01,0.1947883635,2608.01,0.0,0.0,2100.0,0.0,508.01,0.0,0,0,0,50.3811,62.7913,2366.54,1,241.47,1,-266.54,,,,,,,,,,,,,,,,,1083,KSMITH,JZITO,67.0,1364.0,AKILBRIDE,CKASTEN,58.0,,9021.0,0.0,,0.0,Duplicated,0.0,Committed Capacity,1.0,2.0,1.0,102.0,4.0,98.0,1.0,1.0,1.0,0.0,0.0,2023-04-22 17:14:00.470000-07:00,c7b4a70c-c019-4d4f-9718-bb7dac89c596,2023-06-20 13:03:29.632
219,3433579,0_3433579_0,0,0,,,0,,Finished,0,1,1,1,,REEFER,R,Spot,Spot,13615.0,1,0,False,False,2022-10-05 20:46:14.647,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1105,1,Aurora,IL,"Aurora, IL",60506,605,Z6,USA,55935.0,America/Chicago,"Joliet, IL",Joliet Mkt,IL_JOL,JOT,"{
  ""coordinates"": [
    -88.25,
    41.77
  ],
  ""type"": ""POINT""
}",1,Plainview,TX,"Plainview, TX",79072,790,Z7,USA,8746.0,America/Chicago,"Amarillo, TX",Amarillo Mkt,TX_AMA,AMA,"{
  ""coordinates"": [
    -101.724928,
    34.21242
  ],
  ""type"": ""POINT""
}",USA-USA,0,,,2022-10-05 15:46:14.647,2022-10-11 21:40:00,2022-10-11 20:30:00,2022-10-11 21:40:00,2022-10-13 05:00:00,2022-10-14 09:44:00,2022-10-14 09:40:00,2022-10-05 16:02:06.480,2022-10-05 16:02:06.480,2022-10-20 12:18:56.533,2022-10-10 14:32:41.580,57836,3263334,MONDEIL,Mondelez Global LLC,MONDEIL,Mondelez Global LLC,3439007.0,63137.0,DEEAMTX,Dee King Trucking Lp,2300.0,2882.64,2300.0,582.64,0.2021202786,2882.64,0.0,0.0,2300.0,0.0,582.64,0.0,0,0,1,79.1696,83.646,2784.6,1,98.04,1,-484.6,,,,,,,,,,,,,,,,,1143,SFRISCO,MGARCIA,63.0,1016.0,BMILLER,SCOWIE,69.0,SFRISCO,1143.0,0.0,,0.0,EDI,1.0,Manual,0.0,0.0,0.0,469.0,7.0,462.0,1.0,1.0,1.0,1.0,1.0,2023-01-25 01:15:55.109000-08:00,c7b4a70c-c019-4d4f-9718-bb7dac89c596,2023-06-20 13:03:29.632
220,2777970,0_2777970_0,0,0,,,0,,Finished,0,1,1,1,,DRY,V,Spot,Spot,42000.0,1,0,False,False,2022-03-23 19:11:03.980,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,495,1,Mcdonough,GA,"Mcdonough, GA",30252,302,Z3,USA,27756.0,America/New_York,"Atlanta, GA",Atlanta Mkt,GA_ATL,ATL,"{
  ""coordinates"": [
    -84.06,
    33.47
  ],
  ""type"": ""POINT""
}",1,ERLANGER,KY,"ERLANGER, KY",41018,410,Z4,USA,21754.0,America/New_York,"Lexington, KY",Lexington Mkt,KY_LEX,LEX,"{
  ""coordinates"": [
    -84.636268,
    39.044546
  ],
  ""type"": ""POINT""
}",USA-USA,0,,,2022-03-23 14:11:03.980,2022-04-27 12:00:00,2022-04-27 11:00:00,2022-04-27 12:00:00,2022-04-28 23:00:00,2022-04-28 07:12:00,2022-04-28 06:00:00,,,2022-05-03 01:08:50.770,2022-04-27 07:21:24.213,60419,2608032,WAYBOMA,Wayfair Inc.,WAYBOMA,Wayfair Inc.,2787572.0,163217.0,ENEPAOH,Energy Trucking LLC,1650.0,2556.3,1700.0,856.3,0.3349763329,2556.3,0.0,0.0,1700.0,0.0,856.3,0.0,0,0,1,117.482,81.13,1400.85,1,1155.45,0,299.15,,,,,,,,,,,,,,,,,3443,JLVELASQUEZ,PNOWOTARSK,18.0,1339.0,DNICHOLSON,TSERENA,50.0,JLVELASQUEZ,3443.0,0.0,,0.0,EDI,1.0,Manual,0.0,0.0,0.0,88.0,5.0,83.0,1.0,1.0,1.0,1.0,1.0,2023-03-01 16:11:56.067000-08:00,c7b4a70c-c019-4d4f-9718-bb7dac89c596,2023-06-20 13:03:29.632
221,2946461,0_2946461_0,0,0,,,0,,Finished,0,1,1,1,,REEFER,R,Contract - Primary,Contract,31201.0,1,0,False,False,2022-05-13 12:16:29.163,0.0,0.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1265,1,Watsonville,CA,"Watsonville, CA",95076,950,Z9,USA,29822.0,America/Los_Angeles,"San Francisco, CA",San Francisco Mkt,CA_SFR,SFO,"{
  ""coordinates"": [
    -121.757696,
    36.889659
  ],
  ""type"": ""POINT""
}",1,Denver,CO,"Denver, CO",80216,802,Z8,USA,10575.0,America/Denver,"Denver, CO",Denver Mkt,CO_DEN,DEN,"{
  ""coordinates"": [
    -104.935449,
    39.778672
  ],
  ""type"": ""POINT""
}",USA-USA,0,,,2022-05-13 07:16:29.163,2022-05-16 12:45:00,2022-05-16 19:00:00,2022-05-16 12:45:00,2022-05-19 04:00:00,2022-05-16 14:45:00,2022-05-16 13:45:00,,,2022-05-17 11:25:00.413,2022-05-13 12:22:35.013,76876,2776346,ALBPHAZP,ALBERTSON'S LLC,ALBPHAZ,"Albertsons Companies, Inc.",2853927.0,74833.0,ROABACA,Roadies Inc,5000.0,0.0,250.0,-250.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,-250.0,1,1,0,9.0,-33.8,,0,,0,,,,,,,,,,,,,,,,,,1609,JJEFFREYS,ACAMPAGNA,45.0,28823.0,CDIXON,BLASHER,8.0,JJEFFREYS,1609.0,0.0,,0.0,EDI,1.0,Manual,0.0,0.0,0.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,2023-06-15 00:57:36.687000-07:00,c7b4a70c-c019-4d4f-9718-bb7dac89c596,2023-06-20 13:03:29.632
222,1035093,0_1035093_0,0,0,,,0,,Finished,0,1,1,1,False,DRY,V,Spot,Spot,30000.0,0,0,False,,2020-02-12 05:25:31.623,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1258,1,Kearneysville,WV,"Kearneysville, WV",25430,254,Z2,USA,7338.0,America/New_York,"Winchester, VA",Winchester Mkt,VA_WIN,WGO,"{
  ""coordinates"": [
    -77.869295,
    39.355629
  ],
  ""type"": ""POINT""
}",1,Norman,OK,"Norman, OK",73069,730,Z7,USA,34388.0,America/Chicago,"Oklahoma City, OK",Oklahoma City Mkt,OK_OKC,OKC,"{
  ""coordinates"": [
    -97.463939,
    35.257657
  ],
  ""type"": ""POINT""
}",USA-USA,0,,,2020-02-11 23:25:31.623,,2020-02-13 14:00:00,2020-02-13 14:00:00,2020-02-17 10:00:00,,,,,2020-02-17 19:33:50.940,2020-02-12 14:27:53.913,94587,979082,TEMKEWV,"Tema North America, LLC",TEMKEWV,"Tema North America, LLC",826808.0,67160.0,HOBOKOK,"Hobby Lobby Stores, Incorporated",1660.0,2075.0,1660.0,415.0,0.2,2075.0,0.0,0.0,1660.0,0.0,415.0,0.0,0,0,1,64.8,64.8,1537.38,1,182.84,1,-232.16,,,,,,,,,,,,,,,,,964,CBATASKA,CKASTEN,,64971.0,DFRIEDMAN,CELLIS,,,1254.0,0.0,,0.0,Manual,0.0,Manual,0.0,0.0,0.0,,,,0.0,1.0,1.0,0.0,0.0,2023-02-16 16:11:56.663000-08:00,c7b4a70c-c019-4d4f-9718-bb7dac89c596,2023-06-20 13:03:29.632
223,220146,0_220146_0,0,0,,,0,,Finished,0,1,1,1,False,DRY,V,Contract - Primary,Contract,44265.0,0,0,False,,2017-09-27 22:44:56.720,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,961,1,Waxahachie,TX,"Waxahachie, TX",75165,751,Z7,USA,52362.0,America/Chicago,"Dallas, TX",Dallas Mkt,TX_DAL,DAL,"{
  ""coordinates"": [
    -96.830147,
    32.479009
  ],
  ""type"": ""POINT""
}",1,MAPLE GROVE,MN,"MAPLE GROVE, MN",55369,553,Z5,USA,2000.0,America/Chicago,"Minneapolis, MN",Minneapolis Mkt,MN_MIN,MSP,"{
  ""coordinates"": [
    -93.412223,
    45.109281
  ],
  ""type"": ""POINT""
}",USA-USA,0,,,2017-09-27 17:44:56.720,,2017-09-28 15:30:00,2017-09-28 15:30:00,2017-09-29 15:30:00,,,,,2017-09-29 20:09:09.593,2017-09-27 19:17:03.493,51833,149912,POOCOLA,Pool Corporation,POOCOLA,Pool Corporation,126674.0,64268.0,ELIELIL,ELITE Z LOGISTICS INC,,1337.52,1300.0,37.52,0.0280519169,1337.52,0.0,0.0,1300.0,0.0,37.52,0.0,0,0,0,10.0,3.85,,0,,0,,,,,,,,,,,,,,,,,,1042,CBERGE,PNOWOTARSK,,13314.0,HRICHARDSON,RAMARTIN,,,1254.0,0.0,,0.0,Manual,0.0,Manual,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,2023-01-25 01:11:49.274000-08:00,c7b4a70c-c019-4d4f-9718-bb7dac89c596,2023-06-20 13:03:29.632
224,2330665,0_2330665_0,0,0,,,0,,Finished,0,1,1,1,,DRY,V,Contract - Primary,Contract,6893.0,1,0,False,,2021-10-27 17:29:03.573,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,479,1,Minooka,IL,"Minooka, IL",60447,604,Z6,USA,27587.0,America/Chicago,"Joliet, IL",Joliet Mkt,IL_JOL,JOT,"{
  ""coordinates"": [
    -88.25,
    41.44
  ],
  ""type"": ""POINT""
}",1,Shawnee,KS,"Shawnee, KS",66214,662,Z6,USA,26490.0,America/Chicago,"Kansas City, MO",Kansas City Mkt,MO_KAN,MCI,"{
  ""coordinates"": [
    -94.711678,
    38.988659
  ],
  ""type"": ""POINT""
}",USA-USA,0,,,2021-10-27 12:29:03.573,2021-10-28 13:30:00,2021-10-28 11:30:00,2021-10-28 13:30:00,2021-10-29 10:30:00,2021-10-29 13:05:00,2021-10-29 13:03:00,2021-10-27 12:36:03.993,2021-10-27 12:36:03.993,2021-11-02 02:32:56.460,2021-10-28 09:12:01.880,60471,2161942,ELECHNC2,"Electrolux Home Products, Inc.",ELECHNC2,,2149379.0,73570.0,PLAWOIL,Plana Transportation Inc,1600.0,1837.17,2000.0,-162.83,-0.0886308833,1837.17,0.0,0.0,2000.0,0.0,-162.83,0.0,0,1,0,9.0,-22.4679,1786.67,1,50.5,1,213.33,,,,,,,,,,,,,,,,,3796,IHINTON,KFILAR,9.0,1219.0,WHENNESSY,MMIOTTI,47.0,,6241.0,0.0,,0.0,EDI,1.0,Carrier Portal,1.0,0.0,0.0,27.0,5.0,22.0,1.0,1.0,1.0,1.0,1.0,2023-04-04 17:11:09.846000-07:00,c7b4a70c-c019-4d4f-9718-bb7dac89c596,2023-06-20 13:03:29.632
225,3810486,0_3810486_0,0,0,,,0,,Finished,0,1,1,1,False,DRY,V,Contract - Rate On File/Backup,Contract,41000.0,1,0,False,False,2023-01-31 17:39:17.327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.0,1971,1,Mound House,NV,"Mound House, NV",89706,897,Z8,USA,13116.0,America/Los_Angeles,"Reno, NV",Reno Mkt,NV_REN,RNO,"{
  ""coordinates"": [
    -119.71,
    39.21
  ],
  ""type"": ""POINT""
}",1,Portage,IN,"Portage, IN",46368,463,Z4,USA,19562.0,America/Chicago,"Gary, IN",Gary Mkt,IN_GRY,GYY,"{
  ""coordinates"": [
    -87.155076,
    41.60568
  ],
  ""type"": ""POINT""
}",USA-USA,0,,,2023-01-31 11:39:17.327,2023-02-01 09:14:00,2023-02-01 14:00:00,2023-02-01 09:14:00,2023-02-06 12:00:00,2023-02-03 14:32:00,2023-02-03 14:32:00,2023-01-31 11:39:17.797,2023-01-31 11:39:17.797,2023-02-06 00:17:02.273,2023-01-31 11:56:53.087,2005889,3640142,JYCMONV,Jyc America Inc.,JYCMONV,Jyc America Inc.,3870781.0,191088.0,ROCCOOH1,Rocket Expediting LLC,2800.0,3560.0,3100.0,460.0,0.1292134831,3560.0,0.0,0.0,3100.0,0.0,460.0,0.0,0,0,0,45.1,58.5,3666.06,1,-106.06,1,-566.06,,,,,,,,,,,,,,,,,892,PFOX,KTRACY,84.0,3905.0,ENAGY,TSERENA,24.0,,78637.0,0.0,,0.0,Duplicated,0.0,Carrier Portal,1.0,0.0,0.0,426.0,7.0,419.0,1.0,1.0,1.0,0.0,0.0,2023-03-08 17:26:32.059000-08:00,c7b4a70c-c019-4d4f-9718-bb7dac89c596,2023-06-20 13:03:29.632
226,1255195,0_1255195_0,0,0,,,0,,Finished,0,1,1,1,,DRY,VR,Contract - Primary,Contract,33996.0,1,0,False,,2020-04-22 12:08:51.617,0.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,425,1,West Sacramento,CA,"West Sacramento, CA",95691,956,Z9,USA,25605.0,America/Los_Angeles,"Stockton, CA",Stockton Mkt,CA_STK,SCK,"{
  ""coordinates"": [
    -121.54,
    38.59
  ],
  ""type"": ""POINT""
}",1,Chino,CA,"Chino, CA",91708,917,Z9,USA,48698.0,America/Los_Angeles,"Ontario, CA",Ontario Mkt,CA_ONT,ONT,"{
  ""coordinates"": [
    -117.6539,
    33.963275
  ],
  ""type"": ""POINT""
}",USA-USA,0,,,2020-04-22 07:08:51.617,2020-05-05 12:25:00,2020-05-05 11:00:00,2020-05-05 12:25:00,2020-05-06 08:00:00,2020-05-06 10:55:22,2020-05-06 08:50:00,2020-04-23 11:42:52.307,2020-04-23 11:42:52.307,2020-05-14 12:03:41.867,2020-04-23 16:11:08.340,61196,1087475,KEHROIL,"Kehe Distributors, LLC",KEHROIL,"Kehe Distributors, LLC",960388.0,64121.0,EDCBLCA,Edc Transport,300.0,498.42,495.0,3.42,0.0068616829,498.42,0.0,0.0,495.0,0.0,3.42,0.0,0,0,0,10.0,-0.9212,399.11,1,28.44,1,25.02,,,,,,,,,,,,,,,,,1779,NHERBERG,MBENEDETTO,16.0,3318.0,AOGIBA,LMAGNOTTI,-3.0,NHERBERG,1779.0,0.0,,0.0,Manual,0.0,Manual,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,2023-01-24 01:16:13.808000-08:00,c7b4a70c-c019-4d4f-9718-bb7dac89c596,2023-06-20 13:03:29.632
227,2034757,0_2034757_0,0,0,,,0,,Finished,0,1,1,1,,DRY,V,Contract - Primary,Contract,13800.0,1,0,False,,2021-07-03 15:05:28.173,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1128,1,Clyde,OH,"Clyde, OH",43410,434,Z4,USA,38132.0,America/New_York,"Toledo, OH",Toledo Mkt,OH_TOL,TOL,"{
  ""coordinates"": [
    -82.97,
    41.3
  ],
  ""type"": ""POINT""
}",1,Garland,TX,"Garland, TX",75042,750,Z7,USA,33718.0,America/Chicago,"Dallas, TX",Dallas Mkt,TX_DAL,DAL,"{
  ""coordinates"": [
    -96.62,
    32.91
  ],
  ""type"": ""POINT""
}",USA-USA,0,,,2021-07-03 10:05:28.173,2021-07-14 15:21:00,2021-07-14 21:00:00,2021-07-14 15:21:00,2021-07-16 12:00:00,2021-07-16 14:15:48,2021-07-16 14:00:00,2021-07-09 14:17:18.813,2021-07-09 14:17:18.813,2021-07-23 01:27:26.257,2021-07-14 10:00:29.110,60300,1866439,KRACHIL1,The Kraft Heinz Company,KRACHIL1,The Kraft Heinz Company,1832408.0,59555.0,ANGELIL,Ang Transportation Inc,2600.0,2668.5,2800.0,-131.5,-0.0492786209,2668.5,0.0,0.0,2800.0,0.0,-131.5,0.0,0,1,0,9.0,-18.395,2786.16,1,-117.66,1,13.84,,,,,,,,,,,,,,,,,1359,PVALLELY,MBENEDETTO,40.0,865.0,DRIVERS,EDUNIGAN,67.0,PVALLELY,1359.0,0.0,,0.0,EDI,1.0,Manual,0.0,0.0,0.0,167.0,5.0,162.0,1.0,1.0,1.0,1.0,1.0,2023-01-25 01:13:42.602000-08:00,c7b4a70c-c019-4d4f-9718-bb7dac89c596,2023-06-20 13:03:29.632
228,2405081,0_2405081_0,0,0,,,0,,Finished,0,1,1,1,False,DRY,V,Spot,Spot,32000.0,1,0,False,,2021-11-22 16:35:08.487,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,233,1,Pine Castle,FL,"Pine Castle, FL",32809,328,Z3,USA,34176.0,America/New_York,"Lakeland, FL",Lakeland Mkt,FL_LAK,LAL,"{
  ""coordinates"": [
    -81.39,
    28.46
  ],
  ""type"": ""POINT""
}",1,Miami,FL,"Miami, FL",33167,331,Z3,USA,29479.0,America/New_York,"Miami, FL",Miami Mkt,FL_MIA,MIA,"{
  ""coordinates"": [
    -80.2,
    25.78
  ],
  ""type"": ""POINT""
}",USA-USA,0,,,2021-11-22 10:35:08.487,2021-11-23 15:00:00,2021-11-23 23:59:00,2021-11-23 15:00:00,2021-11-24 10:00:00,2021-11-24 09:35:00,2021-11-24 15:00:00,2021-11-22 10:35:09.190,2021-11-22 10:35:09.190,2021-11-28 00:39:32.793,2021-11-22 11:24:42.537,57274,2236117,IP,International Paper (Mills),IP,International Paper (Mills),2232296.0,72575.0,NORHIFL,North American Transport Services,750.0,947.2,800.0,147.2,0.1554054054,947.2,0.0,0.0,800.0,0.0,147.2,0.0,0,0,0,14.092,17.836,767.45,1,179.75,1,32.55,,,,,,,,,,,,,,,,,3668,MPERRINE,JMELNICK,10.0,860.0,TSHOUSE,JDEROSA,72.0,MPERRINE,3668.0,0.0,,0.0,Duplicated,0.0,Manual,0.0,0.0,0.0,11.0,6.0,5.0,1.0,1.0,1.0,0.0,0.0,2023-01-25 01:14:16.896000-08:00,c7b4a70c-c019-4d4f-9718-bb7dac89c596,2023-06-20 13:03:29.632
